,Unnamed: 0,Company_Name,Date_of_leak,Date_of_attack,Company_URL,Company_URL_2,True?,Country1,NumViews,,,Industry_Type,Manual Headquarter,Manual Industry Type,Data_Type,Notes
73,0,Uniquify,12/7/2023,6/7/2023,www.uniquify.com,,FALSE," California, United States",20743,,,,,,"Private and personal confidential data, clients and employee documents, a lot of technical documentation, contracts and etc.    ",Technical documentation
74,0,NST Attorneys at Law,12/7/2023,6/7/2023,www.nstlaw.com,,FALSE," Tennessee, United States",19972,,,,,,"Private and personal confidential data, clients and employee documents, passports, IDs, SSNs, insurance, contracts, lawsuits and etc.    ","Insurance, lawsuits at a Law firm"
75,0,Cambridge Group of Clubs,3/7/2023,27/6/2023,www.cambridgegroupofclubs.com,,FALSE," Ontario, Canada",21641,,,,,,"Private and personal confidential data, clients and employee documents, finance, passports, clients db, IDs, taxes, finance information and etc.    ",
76,0,Algotech,3/7/2023,27/6/2023,www.algotech.cz,,FALSE," Praha, Czech Republic",21636,,,,,,"Private and personal confidential data, clients and employee documents.    ",Czech Republic 
77,0,Wolfs Block Management Limited,27/6/2023,21/6/2023,www.wolfsproperty.co.uk,,FALSE,United Kingdom,23086,,,,,,"Private and personal confidential data, clients and employee documents, passports, contracts, and etc.    ",
78,0,Lorclon,27/6/2023,21/6/2023,www.lorclon.com,,FALSE,United Kingdom,23147,,,,,,"Private and personal confidential data, clients and employee documents, passports, contracts, taxes, commercial information and etc.    ",commercial information
79,0,Allpro Consulting Group,27/6/2023,21/6/2023,www.allprocgi.com,,FALSE," Texas, United States",23083,,,,,,"Private and personal confidential data, clients and employee documents, passports, contracts, scans, taxes and etc.    ",
80,0,Luís Simoes,27/6/2023,21/6/2023,www.luis-simoes.com,,FALSE,Portugal,23134,,,,,,"Private and personal confidential data, clients and employee documents, passports, contracts, logistic, taxes and etc.    ",logistics
81,0,Federation Francaise de Rugby,27/6/2023,21/6/2023,www.ffr.fr,,FALSE,France,23153,,,,,,"Private and personal confidential data, clients and employee documents, passports, hr and etc.    ",
82,0,PWI Engineering,27/6/2023,21/6/2023,www.pwius.com,,FALSE," New Jersey, United States",23125,,,,,,"Private and personal confidential data, clients and employee documents, projects, passports, finance and etc.    ",projects
83,0,OMNIPOL,27/6/2023,21/6/2023,www.omnipol.com,,FALSE,Czech Republic,23279,,,,,,"Private and personal confidential data, clients and employee documents, passports, finance, project, secret informaion and etc.    ",secret infromation from a defence and security solutions industry 
84,0,Summit Hut,27/6/2023,21/6/2023,www.summithut.com,,FALSE," Arizona, United States",23104,,,,,,"Private and personal confidential data, clients and employee documents, passports, finance and etc.    ",
85,0,Dancie Perugini Ware Public Relations,27/6/2023,21/6/2023,www.dpwpr.com,,FALSE," Texas, United States",22964,,,,,,"Private and personal confidential data, clients and employee documents, passports, finance, tax and etc.     ",
86,0,Peter Mark,27/6/2023,21/6/2023,www.petermark.ie,,FALSE," Leinster, Ireland",23081,,,,,,"Private and personal confidential data, clients and employee documents, passports, cliens base, hr, finance, tax and etc.    ",
87,0,Twai,27/6/2023,21/6/2023,www.twai.com,,FALSE,"  Michigan, United States",23214,,,,,,"Private and personal confidential data, clients and employee documents, passports, tax and etc.     ",
88,0,Pacte Novation,27/6/2023,21/6/2023,www.pactenovation.fr,,FALSE,France,23298,,,,,,"Private and personal confidential data, clients and employee documents, passports, projects, fincane, tax and etc.     ",projects from a software engineering company in france
89,0,Dameron Alloy Foundries,28/6/2023,21/6/2023,www.dameron.net,,FALSE," California, United States",22861,,,,,,"Private and personal confidential data, clients and employee documents, passports, projects, ssn, IDs, finance, tax and etc.   ","projects 
Description:
metal parts 
15 years of asia manufacturing experience"
90,0,Mesa Cold Storage,27/6/2023,21/6/2023,www.mesacold.com,,FALSE," Arizona, United States",23029,,,,,,"Private and personal confidential data, clients and employee documents, passports, finance, tax and etc.    ",
91,0,Salins Group,27/6/2023,21/6/2023,www.salins.com,,FALSE," Clichy, France",22959,,,,,,"Private and personal confidential data, clients and employee documents, hr, passports, finance and etc.     ",
92,0,Novasoft,27/6/2023,21/6/2023,www.novasoft.at,,FALSE,Austria,25030,,,,,,"Private and personal confidential data, clients and employee documents, projects and etc.     ",projects
93,0,Nubus,27/6/2023,21/6/2023,www.nubus.be,,FALSE," Flanders, Belgium",22956,,,,,,"Private and personal confidential data, clients and employee documents, finance, technical documentation and etc.     ",technical documents from a Information Technology and Services Industry
94,0,Shows & Artists,11/6/2023,2/6/2023,www.shows-artists.com,,FALSE,Germany,27295,,,,,,"Private and personal confidential data, clients and employee documents, finance, hr and etc.     ",
95,0,NORANET - CZ,11/6/2023,2/6/2023,www.noranet.cz,,FALSE,Czech Republic,27286,,,,,,"Private and personal confidential data, clients and employee documents, contracts and etc.    ",
96,0,Abeko,11/6/2023,2/6/2023,www.abeko.nl,,FALSE,Netherlands,27207,,,,,,"Private and personal confidential data, clients and employee documents, contracts, hr and etc.     ",
97,0,Buffalo Niagara Association,11/6/2023,2/6/2023,www.bnar.org,,FALSE,United States,27228,,,,,,"Private and personal confidential data, clients and employee documents, IDs, contracts, and etc.    ",
98,0,BMD Systemhaus,11/6/2023,2/6/2023,www.bmd.com,,FALSE,Austria,29549,,,,,,"Private and personal confidential data, clients and employee documents, IDs, passports, bank reports, taxes, contracts, and etc.     ",bank reports
99,0,CS Cargo Group,14/6/2023,2/6/2023,www.cscargo.cz,,FALSE,Czech Republic,27270,,,,,,"Private and personal confidential data, clients and employee documents, passports, logistic information, contracts, and etc.    ",logistic information
100,0,Alberta Newsprint,11/6/2023,2/6/2023,www.albertanewsprint.com,,FALSE,Canada,27297,,,,,,"Private and personal confidential data, clients and employee documents, passports, contracts, and etc.     ",
101,0,"Unico Data,INSYS Industriesysteme,PathA Suisse,PB Swiss Tools,Boess Gruppe",11/6/2023,2/6/2023,unico.ch insys.ch pathe.ch pbswisstools.com boess.ch,,FALSE,Switzerland,27354,,,,,,"Private and personal confidential data, clients and employee documents, passports, contracts, and many others.","After being introduced into the Unico company, we processed and took away the files of the organizations that it serves."
102,0,Fortress Paper,11/6/2023,2/6/2023,www.fortressge.com,,FALSE,Canada,27081,,,,,,"Private and personal confidential data, clients and employee documents, passports, contracts, and many others.    ",
103,0,Globalcaja,11/6/2023,2/6/2023,www.globalcaja.es,,FALSE,Spain,27217,,,,,,"Private and personal confidential data, clients and employee documents, passports, contracts,    ",
104,0,Soroc,2/6/2023,30/5/2023,www.soroc.com,,FALSE,Canada,27922,,,,,,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.     ",
105,0,Aria Online,1/6/2023,23/5/2023,www.ariaonline.com,,FALSE," Louisiana, United States",29611,,,,,,"Private and personal confidential data, finance, taxes, clients and employee information.     ",
106,0,Optimus Steel,1/6/2023,23/5/2023,www.optimus-steelusa.com,,FALSE,United States,29013,,,,,,"Private and personal confidential data, clients and employee passports, finance, taxes, clients private information.    ",
107,0,Studioline Photography,1/6/2023,23/5/2023,www.studioline.de,,FALSE,Germany,28919,,,,,,"Private and personal confidential data, clients and employee documents, projects, finance, taxes, and etc.    ",
108,0,Grupo Corporacion Control,1/6/2023,23/5/2023,www.ccontrol.com.mx,,FALSE,Mexico,28985,,,,,,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.    ",
109,0,Mayberry Investments,1/6/2023,23/5/2023,www.mayberryinv.com,,FALSE,Jamaica,28999,,,,,,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.    ",
